cond,sound,speaker,trial,eventcode,order
s,ba,e,11,114,1069
s,ba,e,46,114,1070
bd,ba,s,3,122,1071
s,ba,e,20,114,1072
s,ba,e,37,114,1073
s,ba,e,39,114,1074
s,ba,e,8,114,1075
bd,ba,s,37,122,1076
s,ba,e,22,114,1077
s,ba,e,27,114,1078
s,ba,e,36,114,1079
bd,ba,s,19,122,1080
s,ba,e,19,114,1081
s,ba,e,12,114,1082
bd,ba,s,49,122,1083
s,ba,e,40,114,1084
s,ba,e,6,114,1085
s,ba,e,28,114,1086
sd,da,e,11,213,1087
s,ba,e,18,114,1088
s,ba,e,30,114,1089
s,ba,e,26,114,1090
s,ba,e,17,114,1091
s,ba,e,49,114,1092
sd,da,e,18,213,1093
s,ba,e,20,114,1094
s,ba,e,39,114,1095
bd,ba,s,3,122,1096
s,ba,e,12,114,1097
s,ba,e,16,114,1098
bd,ba,s,34,122,1099
s,ba,e,23,114,1100
s,ba,e,21,114,1101
s,ba,e,6,114,1102
s,ba,e,32,114,1103
s,ba,e,32,114,1104
s,ba,e,4,114,1105
s,ba,e,49,114,1106
sd,da,e,20,213,1107
s,ba,e,41,114,1108
s,ba,e,17,114,1109
s,ba,e,24,114,1110
bd,ba,s,40,122,1111
s,ba,e,13,114,1112
s,ba,e,9,114,1113
s,ba,e,14,114,1114
sd,da,e,45,213,1115
s,ba,e,1,114,1116
s,ba,e,3,114,1117
s,ba,e,41,114,1118
s,ba,e,40,114,1119
sd,da,e,12,213,1120
s,ba,e,26,114,1121
s,ba,e,29,114,1122
s,ba,e,43,114,1123
bd,ba,s,15,122,1124
s,ba,e,45,114,1125
s,ba,e,32,114,1126
sd,da,e,10,213,1127
s,ba,e,29,114,1128
s,ba,e,25,114,1129
s,ba,e,41,114,1130
bd,ba,s,25,122,1131
s,ba,e,3,114,1132
s,ba,e,33,114,1133
s,ba,e,22,114,1134
s,ba,e,40,114,1135
s,ba,e,42,114,1136
bd,ba,s,28,122,1137
s,ba,e,20,114,1138
s,ba,e,30,114,1139
bd,ba,s,20,122,1140
s,ba,e,45,114,1141
s,ba,e,26,114,1142
s,ba,e,20,114,1143
s,ba,e,37,114,1144
s,ba,e,7,114,1145
bd,ba,s,33,122,1146
s,ba,e,19,114,1147
s,ba,e,26,114,1148
s,ba,e,21,114,1149
s,ba,e,6,114,1150
s,ba,e,40,114,1151
sd,da,e,28,213,1152
s,ba,e,2,114,1153
s,ba,e,0,114,1154
bd,ba,s,11,122,1155
s,ba,e,11,114,1156
s,ba,e,33,114,1157
s,ba,e,5,114,1158
s,ba,e,35,114,1159
sd,da,e,1,213,1160
s,ba,e,35,114,1161
s,ba,e,25,114,1162
sd,da,e,35,213,1163
s,ba,e,48,114,1164
s,ba,e,17,114,1165
bd,ba,s,21,122,1166
s,ba,e,10,114,1167
s,ba,e,36,114,1168
bd,ba,s,42,122,1169
s,ba,e,35,114,1170
s,ba,e,6,114,1171
s,ba,e,36,114,1172
s,ba,e,8,114,1173
sd,da,e,46,213,1174
s,ba,e,37,114,1175
s,ba,e,3,114,1176
s,ba,e,15,114,1177
s,ba,e,21,114,1178
s,ba,e,7,114,1179
bd,ba,s,45,122,1180
s,ba,e,38,114,1181
s,ba,e,3,114,1182
s,ba,e,36,114,1183
sd,da,e,15,213,1184
s,ba,e,41,114,1185
s,ba,e,37,114,1186
bd,ba,s,0,122,1187
s,ba,e,31,114,1188
s,ba,e,40,114,1189
s,ba,e,43,114,1190
s,ba,e,32,114,1191
s,ba,e,19,114,1192
s,ba,e,47,114,1193
s,ba,e,10,114,1194
sd,da,e,17,213,1195
s,ba,e,5,114,1196
s,ba,e,19,114,1197
s,ba,e,48,114,1198
s,ba,e,12,114,1199
bd,ba,s,8,122,1200
s,ba,e,14,114,1201
s,ba,e,39,114,1202
s,ba,e,11,114,1203
sd,da,e,32,213,1204
s,ba,e,10,114,1205
s,ba,e,31,114,1206
s,ba,e,4,114,1207
s,ba,e,0,114,1208
bd,ba,s,24,122,1209
s,ba,e,1,114,1210
s,ba,e,11,114,1211
bd,ba,s,42,122,1212
s,ba,e,2,114,1213
s,ba,e,49,114,1214
s,ba,e,10,114,1215
bd,ba,s,49,122,1216
s,ba,e,16,114,1217
s,ba,e,18,114,1218
s,ba,e,8,114,1219
s,ba,e,34,114,1220
bd,ba,s,30,122,1221
s,ba,e,49,114,1222
s,ba,e,0,114,1223
s,ba,e,36,114,1224
bd,ba,s,41,122,1225
s,ba,e,32,114,1226
s,ba,e,21,114,1227
sd,da,e,39,213,1228
s,ba,e,29,114,1229
s,ba,e,9,114,1230
s,ba,e,18,114,1231
s,ba,e,49,114,1232
bd,ba,s,17,122,1233
s,ba,e,39,114,1234
s,ba,e,46,114,1235
sd,da,e,24,213,1236
s,ba,e,28,114,1237
s,ba,e,6,114,1238
bd,ba,s,1,122,1239
s,ba,e,3,114,1240
s,ba,e,36,114,1241
s,ba,e,3,114,1242
bd,ba,s,16,122,1243
s,ba,e,35,114,1244
s,ba,e,19,114,1245
s,ba,e,1,114,1246
s,ba,e,7,114,1247
sd,da,e,37,213,1248
s,ba,e,15,114,1249
s,ba,e,16,114,1250
s,ba,e,46,114,1251
s,ba,e,46,114,1252
s,ba,e,15,114,1253
s,ba,e,47,114,1254
bd,ba,s,24,122,1255
s,ba,e,48,114,1256
s,ba,e,13,114,1257
bd,ba,s,31,122,1258
s,ba,e,9,114,1259
s,ba,e,1,114,1260
bd,ba,s,25,122,1261
s,ba,e,12,114,1262
s,ba,e,11,114,1263
bd,ba,s,38,122,1264
s,ba,e,32,114,1265
s,ba,e,19,114,1266
bd,ba,s,39,122,1267
s,ba,e,25,114,1268
s,ba,e,37,114,1269
bd,ba,s,17,122,1270
s,ba,e,13,114,1271
s,ba,e,4,114,1272
bd,ba,s,38,122,1273
s,ba,e,26,114,1274
s,ba,e,46,114,1275
bd,ba,s,36,122,1276
s,ba,e,18,114,1277
s,ba,e,6,114,1278
s,ba,e,13,114,1279
bd,ba,s,29,122,1280
s,ba,e,1,114,1281
s,ba,e,33,114,1282
s,ba,e,8,114,1283
bd,ba,s,14,122,1284
s,ba,e,34,114,1285
s,ba,e,7,114,1286
bd,ba,s,12,122,1287
s,ba,e,5,114,1288
s,ba,e,6,114,1289
sd,da,e,0,213,1290
s,ba,e,7,114,1291
s,ba,e,26,114,1292
bd,ba,s,22,122,1293
s,ba,e,6,114,1294
s,ba,e,18,114,1295
s,ba,e,0,114,1296
s,ba,e,6,114,1297
s,ba,e,28,114,1298
s,ba,e,18,114,1299
sd,da,e,5,213,1300
