"","trial","reaction_time","id","targ_index","scaled_rt"
"265",5877,474,"blast_a_015",1,-0.483880102065175
"266",5883,539,"blast_a_015",2,0.452662030964196
"267",5895,571,"blast_a_015",3,0.91372892722481
"268",5907,552,"blast_a_015",4,0.639970457570071
"269",5919,617,"blast_a_015",5,1.57651259059944
"270",5934,475,"blast_a_015",6,-0.469471761557031
"271",5946,507,"blast_a_015",7,-0.00840486529641716
"272",5952,605,"blast_a_015",8,1.40361250450171
"273",5970,406,"blast_a_015",9,-1.46364725661898
"274",5976,637,"blast_a_015",10,1.86467940076233
"275",5991,552,"blast_a_015",11,0.639970457570071
"276",6006,447,"blast_a_015",12,-0.872905295785068
"277",6018,516,"blast_a_015",13,0.12127019927688
"278",6027,434,"blast_a_015",14,-1.06021372239094
"279",6033,494,"blast_a_015",15,-0.195713291902291
"280",6045,444,"blast_a_015",16,-0.9161303173095
"281",6060,383,"blast_a_015",17,-1.79503908830629
"282",6069,443,"blast_a_015",18,-0.930538657817644
"283",6084,619,"blast_a_015",19,1.60532927161573
"284",6096,541,"blast_a_015",20,0.481478711980485
"285",6108,473,"blast_a_015",21,-0.498288442573319
"286",6114,487,"blast_a_015",22,-0.296571675459301
"287",6135,454,"blast_a_015",23,-0.772046912228058
"288",6147,512,"blast_a_015",24,0.0636368372443037
"289",6409,571,"blast_a_016",1,-0.52257305088556
"290",6415,624,"blast_a_016",2,-0.19872122118068
"291",6427,525,"blast_a_016",3,-0.80365199742187
"292",6439,559,"blast_a_016",4,-0.595897993460249
"293",6451,NA,"blast_a_016",5,NA
"294",6466,832,"blast_a_016",6,1.07224445011394
"295",6478,1300,"blast_a_016",7,3.93191721052683
"296",6484,708,"blast_a_016",8,0.314553376842147
"297",6502,753,"blast_a_016",9,0.589521911497233
"298",6508,573,"blast_a_016",10,-0.510352227123111
"299",6523,633,"blast_a_016",11,-0.143727514249663
"300",6538,637,"blast_a_016",12,-0.119285866724767
"301",6550,522,"blast_a_016",13,-0.821983233065542
"302",6559,682,"blast_a_016",14,0.155682667930319
"303",6565,603,"blast_a_016",15,-0.327039870686387
"304",6577,602,"blast_a_016",16,-0.333150282567611
"305",6592,617,"blast_a_016",17,-0.241494104349249
"306",6601,825,"blast_a_016",18,1.02947156694537
"307",6616,622,"blast_a_016",19,-0.210942044943129
"308",6628,556,"blast_a_016",20,-0.614229229103922
"309",6640,592,"blast_a_016",21,-0.394254401379853
"310",6646,569,"blast_a_016",22,-0.534793874648008
"311",6667,549,"blast_a_016",23,-0.657002112272491
"312",6679,646,"blast_a_016",24,-0.0642921597937494
"313",6943,-190,"blast_a_017",1,-3.5414563740962
"314",6949,565,"blast_a_017",2,1.2818683267807
"315",6961,449,"blast_a_017",3,0.540801220420808
"316",6973,423,"blast_a_017",4,0.37469997244359
"317",6985,NA,"blast_a_017",5,NA
