11.0016 	WARNING 	Couldn't measure a consistent frame rate.
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?
14.9252 	EXP 	window1: blendMode = 'avg'
14.9335 	EXP 	window1: blendMode = 'avg'
14.9419 	EXP 	window1: blendMode = 'avg'
14.9502 	EXP 	window1: blendMode = 'avg'
14.9585 	EXP 	window1: blendMode = 'avg'
14.9669 	EXP 	window1: blendMode = 'avg'
14.9752 	EXP 	window1: blendMode = 'avg'
14.9835 	EXP 	window1: blendMode = 'avg'
14.9918 	EXP 	window1: blendMode = 'avg'
15.0002 	EXP 	window1: blendMode = 'avg'
15.0085 	EXP 	window1: blendMode = 'avg'
15.0168 	EXP 	window1: blendMode = 'avg'
15.0252 	EXP 	window1: blendMode = 'avg'
15.0335 	EXP 	window1: blendMode = 'avg'
15.0680 	WARNING 	t of last frame was 34.70ms (=1/28)
15.0683 	EXP 	window1: blendMode = 'avg'
15.0690 	EXP 	window1: blendMode = 'avg'
15.0752 	EXP 	window1: blendMode = 'avg'
15.0836 	EXP 	window1: blendMode = 'avg'
15.0918 	EXP 	window1: blendMode = 'avg'
15.1002 	EXP 	window1: blendMode = 'avg'
15.1085 	EXP 	window1: blendMode = 'avg'
15.1168 	EXP 	window1: blendMode = 'avg'
15.1252 	EXP 	window1: blendMode = 'avg'
15.1336 	EXP 	window1: blendMode = 'avg'
15.1419 	EXP 	window1: blendMode = 'avg'
15.1503 	EXP 	window1: blendMode = 'avg'
15.1585 	EXP 	window1: blendMode = 'avg'
15.1669 	EXP 	window1: blendMode = 'avg'
15.1752 	EXP 	window1: blendMode = 'avg'
15.1835 	EXP 	window1: blendMode = 'avg'
15.1919 	EXP 	window1: blendMode = 'avg'
15.2002 	EXP 	window1: blendMode = 'avg'
15.2085 	EXP 	window1: blendMode = 'avg'
15.2169 	EXP 	window1: blendMode = 'avg'
15.2252 	EXP 	window1: blendMode = 'avg'
15.2335 	EXP 	window1: blendMode = 'avg'
15.2419 	EXP 	window1: blendMode = 'avg'
15.2502 	EXP 	window1: blendMode = 'avg'
15.2585 	EXP 	window1: blendMode = 'avg'
15.2669 	EXP 	window1: blendMode = 'avg'
15.2752 	EXP 	window1: blendMode = 'avg'
15.2836 	EXP 	window1: blendMode = 'avg'
15.2920 	EXP 	window1: blendMode = 'avg'
15.3002 	EXP 	window1: blendMode = 'avg'
15.3085 	EXP 	window1: blendMode = 'avg'
15.3169 	EXP 	window1: blendMode = 'avg'
15.3252 	EXP 	window1: blendMode = 'avg'
15.3336 	EXP 	window1: blendMode = 'avg'
15.3420 	EXP 	window1: blendMode = 'avg'
15.3503 	EXP 	window1: blendMode = 'avg'
15.3585 	EXP 	window1: blendMode = 'avg'
15.3669 	EXP 	window1: blendMode = 'avg'
15.3753 	EXP 	window1: blendMode = 'avg'
15.3836 	EXP 	window1: blendMode = 'avg'
15.3919 	EXP 	window1: blendMode = 'avg'
15.4003 	EXP 	window1: blendMode = 'avg'
15.4086 	EXP 	window1: blendMode = 'avg'
15.4170 	EXP 	window1: blendMode = 'avg'
15.4252 	EXP 	window1: blendMode = 'avg'
15.4336 	EXP 	window1: blendMode = 'avg'
15.4419 	EXP 	window1: blendMode = 'avg'
15.4502 	EXP 	window1: blendMode = 'avg'
15.4586 	EXP 	window1: blendMode = 'avg'
15.4671 	EXP 	window1: blendMode = 'avg'
15.4754 	EXP 	window1: blendMode = 'avg'
15.4836 	EXP 	window1: blendMode = 'avg'
15.4920 	EXP 	window1: blendMode = 'avg'
15.5003 	EXP 	window1: blendMode = 'avg'
15.5086 	EXP 	window1: blendMode = 'avg'
15.5169 	EXP 	window1: blendMode = 'avg'
15.5253 	EXP 	window1: blendMode = 'avg'
15.5336 	EXP 	window1: blendMode = 'avg'
15.5419 	EXP 	window1: blendMode = 'avg'
15.5503 	EXP 	window1: blendMode = 'avg'
15.5586 	EXP 	window1: blendMode = 'avg'
15.5669 	EXP 	window1: blendMode = 'avg'
15.5753 	EXP 	window1: blendMode = 'avg'
15.5836 	EXP 	window1: blendMode = 'avg'
15.5920 	EXP 	window1: blendMode = 'avg'
15.6003 	EXP 	window1: blendMode = 'avg'
15.6086 	EXP 	window1: blendMode = 'avg'
15.6170 	EXP 	window1: blendMode = 'avg'
15.6253 	EXP 	window1: blendMode = 'avg'
15.6336 	EXP 	window1: blendMode = 'avg'
15.6420 	EXP 	window1: blendMode = 'avg'
15.6503 	EXP 	window1: blendMode = 'avg'
15.6586 	EXP 	window1: blendMode = 'avg'
15.6669 	EXP 	window1: blendMode = 'avg'
15.6753 	EXP 	window1: blendMode = 'avg'
15.6837 	EXP 	window1: blendMode = 'avg'
15.6920 	EXP 	window1: blendMode = 'avg'
15.7003 	EXP 	window1: blendMode = 'avg'
15.7087 	EXP 	window1: blendMode = 'avg'
15.7170 	EXP 	window1: blendMode = 'avg'
15.7253 	EXP 	window1: blendMode = 'avg'
15.7336 	EXP 	window1: blendMode = 'avg'
15.7420 	EXP 	window1: blendMode = 'avg'
15.7503 	EXP 	window1: blendMode = 'avg'
15.7586 	EXP 	window1: blendMode = 'avg'
15.7669 	EXP 	window1: blendMode = 'avg'
15.7753 	EXP 	window1: blendMode = 'avg'
15.7836 	EXP 	window1: blendMode = 'avg'
15.7920 	EXP 	window1: blendMode = 'avg'
15.8003 	EXP 	window1: blendMode = 'avg'
15.8086 	EXP 	window1: blendMode = 'avg'
15.8170 	EXP 	window1: blendMode = 'avg'
15.8253 	EXP 	window1: blendMode = 'avg'
15.8337 	EXP 	window1: blendMode = 'avg'
15.8420 	EXP 	window1: blendMode = 'avg'
15.8503 	EXP 	window1: blendMode = 'avg'
15.8586 	EXP 	window1: blendMode = 'avg'
15.8670 	EXP 	window1: blendMode = 'avg'
15.8753 	EXP 	window1: blendMode = 'avg'
15.8837 	EXP 	window1: blendMode = 'avg'
15.8920 	EXP 	window1: blendMode = 'avg'
15.9003 	EXP 	window1: blendMode = 'avg'
15.9087 	EXP 	window1: blendMode = 'avg'
15.9170 	EXP 	window1: blendMode = 'avg'
15.9254 	EXP 	window1: blendMode = 'avg'
15.9337 	EXP 	window1: blendMode = 'avg'
15.9420 	EXP 	window1: blendMode = 'avg'
15.9504 	EXP 	window1: blendMode = 'avg'
15.9587 	EXP 	window1: blendMode = 'avg'
15.9670 	EXP 	window1: blendMode = 'avg'
15.9755 	EXP 	window1: blendMode = 'avg'
15.9837 	EXP 	window1: blendMode = 'avg'
15.9921 	EXP 	window1: blendMode = 'avg'
16.0004 	EXP 	window1: blendMode = 'avg'
16.0087 	EXP 	window1: blendMode = 'avg'
16.0170 	EXP 	window1: blendMode = 'avg'
16.0254 	EXP 	window1: blendMode = 'avg'
16.0337 	EXP 	window1: blendMode = 'avg'
16.0420 	EXP 	window1: blendMode = 'avg'
16.0504 	EXP 	window1: blendMode = 'avg'
16.0587 	EXP 	window1: blendMode = 'avg'
16.0670 	EXP 	window1: blendMode = 'avg'
16.0754 	EXP 	window1: blendMode = 'avg'
16.0837 	EXP 	window1: blendMode = 'avg'
16.0920 	EXP 	window1: blendMode = 'avg'
16.1004 	EXP 	window1: blendMode = 'avg'
16.1087 	EXP 	window1: blendMode = 'avg'
16.1170 	EXP 	window1: blendMode = 'avg'
16.1254 	EXP 	window1: blendMode = 'avg'
16.1338 	EXP 	window1: blendMode = 'avg'
16.1421 	EXP 	window1: blendMode = 'avg'
16.1504 	EXP 	window1: blendMode = 'avg'
16.1587 	EXP 	window1: blendMode = 'avg'
16.1670 	EXP 	window1: blendMode = 'avg'
16.1754 	EXP 	window1: blendMode = 'avg'
16.1837 	EXP 	window1: blendMode = 'avg'
16.1920 	EXP 	window1: blendMode = 'avg'
16.2004 	EXP 	window1: blendMode = 'avg'
16.2087 	EXP 	window1: blendMode = 'avg'
16.2171 	EXP 	window1: blendMode = 'avg'
16.2254 	EXP 	window1: blendMode = 'avg'
16.2337 	EXP 	window1: blendMode = 'avg'
16.2421 	EXP 	window1: blendMode = 'avg'
16.2504 	EXP 	window1: blendMode = 'avg'
16.2587 	EXP 	window1: blendMode = 'avg'
16.2671 	EXP 	window1: blendMode = 'avg'
16.2754 	EXP 	window1: blendMode = 'avg'
16.2837 	EXP 	window1: blendMode = 'avg'
16.2922 	EXP 	window1: blendMode = 'avg'
16.3004 	EXP 	window1: blendMode = 'avg'
16.3087 	EXP 	window1: blendMode = 'avg'
16.3171 	EXP 	window1: blendMode = 'avg'
16.3254 	EXP 	window1: blendMode = 'avg'
16.3337 	EXP 	window1: blendMode = 'avg'
16.3421 	EXP 	window1: blendMode = 'avg'
16.3505 	EXP 	window1: blendMode = 'avg'
16.3588 	EXP 	window1: blendMode = 'avg'
16.3671 	EXP 	window1: blendMode = 'avg'
16.3754 	EXP 	window1: blendMode = 'avg'
16.3838 	EXP 	window1: blendMode = 'avg'
16.3921 	EXP 	window1: blendMode = 'avg'
16.4004 	EXP 	window1: blendMode = 'avg'
16.4087 	EXP 	window1: blendMode = 'avg'
16.4171 	EXP 	window1: blendMode = 'avg'
16.4254 	EXP 	window1: blendMode = 'avg'
16.4338 	EXP 	window1: blendMode = 'avg'
16.4422 	EXP 	window1: blendMode = 'avg'
16.4422 	EXP 	Sound  stopped
16.4557 	EXP 	Imported visual_run4_6.xlsx as conditions, 48 conditions, 6 params
16.4560 	EXP 	Created sequence: sequential, trialTypes=48, nReps=1, seed=None
16.4563 	EXP 	New trial (rep=0, index=0): {'word': 0, 'location': 1, 'image': u'D.png', 'repetition': 1, 'trialnum': 241, 'condition': u'R'}
16.4748 	WARNING 	t of last frame was 32.86ms (=1/30)
16.4748 	EXP 	l_block_trial_image: size = array([ 0.5       ,  1.07407407])
16.4748 	EXP 	l_block_trial_image: image = u'D.png'
16.4748 	EXP 	l_block_trial_image: autoDraw = True
17.2587 	EXP 	l_block_trial_blank: autoDraw = True
17.2671 	EXP 	l_block_trial_image: autoDraw = False
17.4508 	EXP 	New trial (rep=0, index=1): {'word': 0, 'location': 2, 'image': u'K.png', 'repetition': 1, 'trialnum': 242, 'condition': u'R'}
17.4588 	EXP 	l_block_trial_image: autoDraw = False
17.4588 	EXP 	l_block_trial_blank: autoDraw = False
17.4588 	EXP 	l_block_trial_image: size = array([ 0.5       ,  1.07407407])
17.4588 	EXP 	l_block_trial_image: image = u'K.png'
17.4588 	EXP 	l_block_trial_image: autoDraw = True
18.2506 	EXP 	l_block_trial_blank: autoDraw = True
18.2672 	EXP 	l_block_trial_image: autoDraw = False
18.4426 	EXP 	New trial (rep=0, index=2): {'word': 0, 'location': 3, 'image': u'K.png', 'repetition': 1, 'trialnum': 243, 'condition': u'R'}
18.4506 	EXP 	l_block_trial_image: autoDraw = False
18.4506 	EXP 	l_block_trial_blank: autoDraw = False
18.4506 	EXP 	l_block_trial_image: size = array([ 0.5       ,  1.07407407])
18.4506 	EXP 	l_block_trial_image: image = u'K.png'
18.4506 	EXP 	l_block_trial_image: autoDraw = True
19.2424 	EXP 	l_block_trial_blank: autoDraw = True
19.2591 	EXP 	l_block_trial_image: autoDraw = False
19.4428 	EXP 	New trial (rep=0, index=3): {'word': 0, 'location': 1, 'image': u'H.png', 'repetition': 1, 'trialnum': 244, 'condition': u'R'}
19.4508 	EXP 	l_block_trial_image: autoDraw = False
19.4508 	EXP 	l_block_trial_blank: autoDraw = False
19.4508 	EXP 	l_block_trial_image: size = array([ 0.5       ,  1.07407407])
19.4508 	EXP 	l_block_trial_image: image = u'H.png'
19.4508 	EXP 	l_block_trial_image: autoDraw = True
20.1178 	DATA 	Keypress: 3
20.2426 	EXP 	l_block_trial_blank: autoDraw = True
20.2593 	EXP 	l_block_trial_image: autoDraw = False
20.4432 	EXP 	New trial (rep=0, index=4): {'word': 0, 'location': 2, 'image': u'H.png', 'repetition': 1, 'trialnum': 245, 'condition': u'R'}
20.4510 	EXP 	l_block_trial_image: autoDraw = False
20.4510 	EXP 	l_block_trial_blank: autoDraw = False
20.4510 	EXP 	l_block_trial_image: size = array([ 0.5       ,  1.07407407])
20.4510 	EXP 	l_block_trial_image: image = u'H.png'
20.4510 	EXP 	l_block_trial_image: autoDraw = True
20.7429 	DATA 	Keypress: 3
21.2428 	EXP 	l_block_trial_blank: autoDraw = True
21.2595 	EXP 	l_block_trial_image: autoDraw = False
21.4432 	EXP 	New trial (rep=0, index=5): {'word': 0, 'location': 3, 'image': u'J.png', 'repetition': 1, 'trialnum': 246, 'condition': u'R'}
21.4512 	EXP 	l_block_trial_image: autoDraw = False
21.4512 	EXP 	l_block_trial_blank: autoDraw = False
21.4512 	EXP 	l_block_trial_image: size = array([ 0.5       ,  1.07407407])
21.4512 	EXP 	l_block_trial_image: image = u'J.png'
21.4512 	EXP 	l_block_trial_image: autoDraw = True
22.2430 	EXP 	l_block_trial_blank: autoDraw = True
22.2596 	EXP 	l_block_trial_image: autoDraw = False
22.4434 	EXP 	New trial (rep=0, index=6): {'word': 0, 'location': 1, 'image': u'F.png', 'repetition': 1, 'trialnum': 247, 'condition': u'R'}
22.4514 	EXP 	l_block_trial_image: autoDraw = False
22.4514 	EXP 	l_block_trial_blank: autoDraw = False
22.4514 	EXP 	l_block_trial_image: size = array([ 0.5       ,  1.07407407])
22.4514 	EXP 	l_block_trial_image: image = u'F.png'
22.4514 	EXP 	l_block_trial_image: autoDraw = True
23.2432 	EXP 	l_block_trial_blank: autoDraw = True
23.2598 	EXP 	l_block_trial_image: autoDraw = False
23.4435 	EXP 	New trial (rep=0, index=7): {'word': 0, 'location': 2, 'image': u'M.png', 'repetition': 1, 'trialnum': 248, 'condition': u'R'}
23.4515 	EXP 	l_block_trial_image: autoDraw = False
23.4515 	EXP 	l_block_trial_blank: autoDraw = False
23.4515 	EXP 	l_block_trial_image: size = array([ 0.5       ,  1.07407407])
23.4515 	EXP 	l_block_trial_image: image = u'M.png'
23.4515 	EXP 	l_block_trial_image: autoDraw = True
24.2433 	EXP 	l_block_trial_blank: autoDraw = True
24.2600 	EXP 	l_block_trial_image: autoDraw = False
24.4437 	EXP 	New trial (rep=0, index=8): {'word': 0, 'location': 3, 'image': u'B.png', 'repetition': 1, 'trialnum': 249, 'condition': u'R'}
24.4517 	EXP 	l_block_trial_image: autoDraw = False
24.4517 	EXP 	l_block_trial_blank: autoDraw = False
24.4517 	EXP 	l_block_trial_image: size = array([ 0.5       ,  1.07407407])
24.4517 	EXP 	l_block_trial_image: image = u'B.png'
24.4517 	EXP 	l_block_trial_image: autoDraw = True
25.2435 	EXP 	l_block_trial_blank: autoDraw = True
25.2603 	EXP 	l_block_trial_image: autoDraw = False
25.4439 	EXP 	New trial (rep=0, index=9): {'word': 0, 'location': 1, 'image': u'C.png', 'repetition': 1, 'trialnum': 250, 'condition': u'R'}
25.4519 	EXP 	l_block_trial_image: autoDraw = False
25.4519 	EXP 	l_block_trial_blank: autoDraw = False
25.4519 	EXP 	l_block_trial_image: size = array([ 0.5       ,  1.07407407])
25.4519 	EXP 	l_block_trial_image: image = u'C.png'
25.4519 	EXP 	l_block_trial_image: autoDraw = True
26.2437 	EXP 	l_block_trial_blank: autoDraw = True
26.2605 	EXP 	l_block_trial_image: autoDraw = False
26.4441 	EXP 	New trial (rep=0, index=10): {'word': 0, 'location': 2, 'image': u'C.png', 'repetition': 1, 'trialnum': 251, 'condition': u'R'}
26.4521 	EXP 	l_block_trial_image: autoDraw = False
26.4521 	EXP 	l_block_trial_blank: autoDraw = False
26.4521 	EXP 	l_block_trial_image: size = array([ 0.5       ,  1.07407407])
26.4521 	EXP 	l_block_trial_image: image = u'C.png'
26.4521 	EXP 	l_block_trial_image: autoDraw = True
27.2439 	EXP 	l_block_trial_blank: autoDraw = True
27.2606 	EXP 	l_block_trial_image: autoDraw = False
27.4443 	EXP 	New trial (rep=0, index=11): {'word': 0, 'location': 3, 'image': u'E.png', 'repetition': 1, 'trialnum': 252, 'condition': u'R'}
27.4523 	EXP 	l_block_trial_image: autoDraw = False
27.4523 	EXP 	l_block_trial_blank: autoDraw = False
27.4523 	EXP 	l_block_trial_image: size = array([ 0.5       ,  1.07407407])
27.4523 	EXP 	l_block_trial_image: image = u'E.png'
27.4523 	EXP 	l_block_trial_image: autoDraw = True
28.2441 	EXP 	l_block_trial_blank: autoDraw = True
28.2607 	EXP 	l_block_trial_image: autoDraw = False
28.4445 	EXP 	New trial (rep=0, index=12): {'word': 0, 'location': 1, 'image': u'L.png', 'repetition': 1, 'trialnum': 253, 'condition': u'R'}
28.4525 	EXP 	l_block_trial_image: autoDraw = False
28.4525 	EXP 	l_block_trial_blank: autoDraw = False
28.4525 	EXP 	l_block_trial_image: size = array([ 0.5       ,  1.07407407])
28.4525 	EXP 	l_block_trial_image: image = u'L.png'
28.4525 	EXP 	l_block_trial_image: autoDraw = True
29.2443 	EXP 	l_block_trial_blank: autoDraw = True
29.2609 	EXP 	l_block_trial_image: autoDraw = False
29.4446 	EXP 	New trial (rep=0, index=13): {'word': 0, 'location': 2, 'image': u'G.png', 'repetition': 1, 'trialnum': 254, 'condition': u'R'}
29.4526 	EXP 	l_block_trial_image: autoDraw = False
29.4526 	EXP 	l_block_trial_blank: autoDraw = False
29.4526 	EXP 	l_block_trial_image: size = array([ 0.5       ,  1.07407407])
29.4526 	EXP 	l_block_trial_image: image = u'G.png'
29.4526 	EXP 	l_block_trial_image: autoDraw = True
30.2445 	EXP 	l_block_trial_blank: autoDraw = True
30.2611 	EXP 	l_block_trial_image: autoDraw = False
30.4448 	EXP 	New trial (rep=0, index=14): {'word': 0, 'location': 3, 'image': u'M.png', 'repetition': 1, 'trialnum': 255, 'condition': u'R'}
30.4528 	EXP 	l_block_trial_image: autoDraw = False
30.4528 	EXP 	l_block_trial_blank: autoDraw = False
30.4528 	EXP 	l_block_trial_image: size = array([ 0.5       ,  1.07407407])
30.4528 	EXP 	l_block_trial_image: image = u'M.png'
30.4528 	EXP 	l_block_trial_image: autoDraw = True
31.2446 	EXP 	l_block_trial_blank: autoDraw = True
31.2613 	EXP 	l_block_trial_image: autoDraw = False
31.4450 	EXP 	New trial (rep=0, index=15): {'word': 0, 'location': 1, 'image': u'B.png', 'repetition': 1, 'trialnum': 256, 'condition': u'R'}
31.4530 	EXP 	l_block_trial_image: autoDraw = False
31.4530 	EXP 	l_block_trial_blank: autoDraw = False
31.4530 	EXP 	l_block_trial_image: size = array([ 0.5       ,  1.07407407])
31.4530 	EXP 	l_block_trial_image: image = u'B.png'
31.4530 	EXP 	l_block_trial_image: autoDraw = True
32.2449 	EXP 	l_block_trial_blank: autoDraw = True
32.2615 	EXP 	l_block_trial_image: autoDraw = False
32.4452 	EXP 	New trial (rep=0, index=16): {'word': 0, 'location': 2, 'image': u'E.png', 'repetition': 1, 'trialnum': 257, 'condition': u'R'}
32.4532 	EXP 	l_block_trial_image: autoDraw = False
32.4532 	EXP 	l_block_trial_blank: autoDraw = False
32.4532 	EXP 	l_block_trial_image: size = array([ 0.5       ,  1.07407407])
32.4532 	EXP 	l_block_trial_image: image = u'E.png'
32.4532 	EXP 	l_block_trial_image: autoDraw = True
33.2450 	EXP 	l_block_trial_blank: autoDraw = True
33.2616 	EXP 	l_block_trial_image: autoDraw = False
33.4454 	EXP 	New trial (rep=0, index=17): {'word': 0, 'location': 3, 'image': u'L.png', 'repetition': 1, 'trialnum': 258, 'condition': u'R'}
33.4534 	EXP 	l_block_trial_image: autoDraw = False
33.4534 	EXP 	l_block_trial_blank: autoDraw = False
33.4534 	EXP 	l_block_trial_image: size = array([ 0.5       ,  1.07407407])
33.4534 	EXP 	l_block_trial_image: image = u'L.png'
33.4534 	EXP 	l_block_trial_image: autoDraw = True
34.2452 	EXP 	l_block_trial_blank: autoDraw = True
34.2619 	EXP 	l_block_trial_image: autoDraw = False
34.4455 	EXP 	New trial (rep=0, index=18): {'word': 0, 'location': 1, 'image': u'E.png', 'repetition': 1, 'trialnum': 259, 'condition': u'R'}
34.4536 	EXP 	l_block_trial_image: autoDraw = False
34.4536 	EXP 	l_block_trial_blank: autoDraw = False
34.4536 	EXP 	l_block_trial_image: size = array([ 0.5       ,  1.07407407])
34.4536 	EXP 	l_block_trial_image: image = u'E.png'
34.4536 	EXP 	l_block_trial_image: autoDraw = True
35.2453 	EXP 	l_block_trial_blank: autoDraw = True
35.2620 	EXP 	l_block_trial_image: autoDraw = False
35.4458 	EXP 	New trial (rep=0, index=19): {'word': 0, 'location': 2, 'image': u'H.png', 'repetition': 1, 'trialnum': 260, 'condition': u'R'}
35.4537 	EXP 	l_block_trial_image: autoDraw = False
35.4537 	EXP 	l_block_trial_blank: autoDraw = False
35.4537 	EXP 	l_block_trial_image: size = array([ 0.5       ,  1.07407407])
35.4537 	EXP 	l_block_trial_image: image = u'H.png'
35.4537 	EXP 	l_block_trial_image: autoDraw = True
35.8374 	DATA 	Keypress: 3
36.2455 	EXP 	l_block_trial_blank: autoDraw = True
36.2622 	EXP 	l_block_trial_image: autoDraw = False
36.4460 	EXP 	New trial (rep=0, index=20): {'word': 0, 'location': 3, 'image': u'D.png', 'repetition': 1, 'trialnum': 261, 'condition': u'R'}
36.4539 	EXP 	l_block_trial_image: autoDraw = False
36.4539 	EXP 	l_block_trial_blank: autoDraw = False
36.4539 	EXP 	l_block_trial_image: size = array([ 0.5       ,  1.07407407])
36.4539 	EXP 	l_block_trial_image: image = u'D.png'
36.4539 	EXP 	l_block_trial_image: autoDraw = True
37.2457 	EXP 	l_block_trial_blank: autoDraw = True
37.2624 	EXP 	l_block_trial_image: autoDraw = False
37.4478 	EXP 	New trial (rep=0, index=21): {'word': 0, 'location': 1, 'image': u'A.png', 'repetition': 1, 'trialnum': 262, 'condition': u'R'}
37.4551 	EXP 	l_block_trial_image: autoDraw = False
37.4551 	EXP 	l_block_trial_blank: autoDraw = False
37.4551 	EXP 	l_block_trial_image: size = array([ 0.5       ,  1.07407407])
37.4551 	EXP 	l_block_trial_image: image = u'A.png'
37.4551 	EXP 	l_block_trial_image: autoDraw = True
38.2542 	EXP 	l_block_trial_blank: autoDraw = True
38.2626 	EXP 	l_block_trial_image: autoDraw = False
38.4463 	EXP 	New trial (rep=0, index=22): {'word': 0, 'location': 2, 'image': u'G.png', 'repetition': 1, 'trialnum': 263, 'condition': u'R'}
38.4543 	EXP 	l_block_trial_image: autoDraw = False
38.4543 	EXP 	l_block_trial_blank: autoDraw = False
38.4543 	EXP 	l_block_trial_image: size = array([ 0.5       ,  1.07407407])
38.4543 	EXP 	l_block_trial_image: image = u'G.png'
38.4543 	EXP 	l_block_trial_image: autoDraw = True
39.2461 	EXP 	l_block_trial_blank: autoDraw = True
39.2628 	EXP 	l_block_trial_image: autoDraw = False
39.4465 	EXP 	New trial (rep=0, index=23): {'word': 0, 'location': 3, 'image': u'L.png', 'repetition': 1, 'trialnum': 264, 'condition': u'R'}
39.4545 	EXP 	l_block_trial_image: autoDraw = False
39.4545 	EXP 	l_block_trial_blank: autoDraw = False
39.4545 	EXP 	l_block_trial_image: size = array([ 0.5       ,  1.07407407])
39.4545 	EXP 	l_block_trial_image: image = u'L.png'
39.4545 	EXP 	l_block_trial_image: autoDraw = True
40.2463 	EXP 	l_block_trial_blank: autoDraw = True
40.2630 	EXP 	l_block_trial_image: autoDraw = False
40.4466 	EXP 	New trial (rep=0, index=24): {'word': 0, 'location': 1, 'image': u'D.png', 'repetition': 1, 'trialnum': 265, 'condition': u'R'}
